首字母,等级,歌名,歌手,类型,技能,爆点,bar,box,开头描述,结尾描述,分数,指数
T,6,"Timber","Pitbull",超极限,爆气,504,75,17,B - 二轨单点（cool）、三轨单点,B - 一轨长条中间,1402422,48 - 0.1
T,6,"Timber","Pitbull",超极限,爆气,504,75,18,B - 二轨单点（cool）、三轨单点,B - 一轨长条中间,1402422,48 - 0.1
B,6,"Bad Girl","吴亦凡",非押爆,极限,716,82,16,B - 四轨单点,B - 三轨长条中间,1607213,34 - 0.5
B,6,"Bad Girl","吴亦凡",非押爆,极限,491,60,20,B - 二轨单点,B - 一轨长条结尾、四轨单点,1606865,33 + 0.3
B,6,"Bad Girl","吴亦凡",非押爆,极限,492,60,24,B - 四轨单点,B - 四轨单点,1606865,33 + 0.3
B,6,"Bad Girl","吴亦凡",非押爆,极限,493,60,28,B - 一轨长条开始、三轨长条开始,B - 三轨单点,1606865,33 + 0.3
B,6,"Bad Girl","吴亦凡",非押爆,极限,716,82,14,B - 四轨单点,B - 三轨长条中间,1606694,33 + 0.2
B,6,"Bad Girl","吴亦凡",非押爆,极限,539,64,16,B - 二轨单点、三轨单点,B - 一轨单点,1606352,33 + 0.0
B,6,"Bad Girl","吴亦凡",非押爆,极限,727,83,20,B - 四轨单点,B - 四轨长条左滑,1606346,33 + 0.0
B,6,"Bad Girl","吴亦凡",非押爆,极限,716,82,12,B - 四轨单点,B - 四轨长条左滑,1606175,33 - 0.1
B,6,"Bad Girl","吴亦凡",非押爆,极限,489,60,8,B - 三轨单点,B - 三轨单点,1606001,33 - 0.2
B,6,"Bad Girl","吴亦凡",非押爆,极限,717,82,18,B - 四轨单点,B - 三轨长条中间,1606001,33 - 0.2
B,6,"Bad Girl","吴亦凡",押爆,极限,490,60,16,B - 一轨单点,B - 一轨长条结尾、四轨单点,1608596,34 + 0.3
B,6,"Bad Girl","吴亦凡",押爆,极限,491,60,20,B - 二轨单点,B - 四轨单点,1608596,34 + 0.3
B,6,"Bad Girl","吴亦凡",押爆,极限,492,60,24,B - 四轨单点,B - 三轨单点,1608596,34 + 0.3
B,6,"Bad Girl","吴亦凡",押爆,极限,493,61,0,B - 一轨长条开始、三轨长条开始,B - 二轨单点,1608596,34 + 0.3
B,6,"Bad Girl","吴亦凡",押爆,极限,716,82,16,B - 四轨单点,B - 三轨长条中间,1608251,34 + 0.1
B,6,"Bad Girl","吴亦凡",押爆,极限,726,83,16,B - 三四轨滑键,B - 四轨长条左滑,1608077,34 + 0.0
B,6,"Bad Girl","吴亦凡",押爆,极限,714,82,8,B - 一轨长条结尾、四轨单点,B - 四轨长条左滑,1607906,34 - 0.1
B,6,"Bad Girl","吴亦凡",押爆,极限,716,82,14,B - 四轨单点,B - 三轨长条中间,1607732,34 - 0.2
B,6,"Bad Girl","吴亦凡",押爆,极限,495,61,1,B - 一轨长条中间、三轨长条中间,B - 二轨单点,1607558,34 - 0.3
B,6,"Bad Girl","吴亦凡",押爆,极限,717,82,20,B - 四轨单点,B - 三轨长条结尾,1607558,34 - 0.3
B,6,"Bad Girl","吴亦凡",超极限,极限,490,60,15,B - 一轨单点,B - 一轨长条结尾、四轨单点,1608596,34 + 0.3
B,6,"Bad Girl","吴亦凡",超极限,极限,491,60,19,B - 二轨单点,B - 四轨单点,1608596,34 + 0.3
B,6,"Bad Girl","吴亦凡",超极限,极限,492,60,23,B - 四轨单点,B - 三轨单点,1608596,34 + 0.3
B,6,"Bad Girl","吴亦凡",超极限,极限,493,60,31,B - 一轨长条开始、三轨长条开始,B - 二轨单点,1608596,34 + 0.3
B,6,"Bad Girl","吴亦凡",超极限,极限,714,82,7,B - 一轨长条结尾、四轨单点,B - 四轨长条左滑,1608425,34 + 0.2
B,6,"Bad Girl","吴亦凡",超极限,极限,497,61,3,B - 一轨长条中间、三轨长条中间,B - 一轨单点,1608251,34 + 0.1
B,6,"Bad Girl","吴亦凡",超极限,极限,716,82,15,B - 四轨单点,B - 三轨长条中间,1608251,34 + 0.1
B,6,"Bad Girl","吴亦凡",超极限,极限,726,83,15,B - 三四轨滑键,B - 四轨长条左滑,1608077,34 + 0.0
B,6,"Bad Girl","吴亦凡",超极限,极限,716,82,13,B - 四轨单点,B - 三轨长条中间,1607732,34 - 0.2
B,6,"Bad Girl","吴亦凡",超极限,极限,495,61,1,B - 一轨长条中间、三轨长条中间,B - 二轨单点,1607558,34 - 0.3
,,"Sometimes","Kat Graham",非押爆,爆气,216,43,20,B - 一轨单点,B - 三轨长条右滑,955737,32 - 0.2
,,"Sometimes","Kat Graham",非押爆,爆气,215,43,16,B - 一轨单点,B - 三轨长条中间,952555,31 + 0.2
,,"Sometimes","Kat Graham",非押爆,爆气,215,43,14,B - 一轨单点,B - 三轨长条中间,950964,31 - 0.1
,,"Sometimes","Kat Graham",押爆,爆气,215,43,16,B - 一轨单点,B - 三轨长条右滑,961041,33 - 0.2
,,"Sometimes","Kat Graham",超极限,爆气,215,43,15,B - 一轨单点,B - 三轨长条右滑,961041,33 - 0.2
O,7,"偶像万万岁","TimeZ",非押爆,极限,67,16,20,A - 二轨长条开始,A - 二轨单点、三轨单点,1186615,31 + 0.1
O,7,"偶像万万岁","TimeZ",非押爆,极限,455,74,24,B - 一轨单点、四轨单点,B - 四轨长条中间,1186161,30 + 0.0
O,7,"偶像万万岁","TimeZ",非押爆,极限,68,16,25,A - 二轨长条中间,A - 二轨单点、三轨单点,1186118,31 - 0.2
O,7,"偶像万万岁","TimeZ",非押爆,极限,455,74,22,B - 一轨单点、四轨单点,B - 四轨长条中间,1185642,30 - 0.3
O,7,"偶像万万岁","TimeZ",非押爆,极限,458,75,8,B - 三轨单点,B - 二轨长条中间,1185639,30 - 0.3
O,7,"偶像万万岁","TimeZ",非押爆,极限,454,74,16,B - 二轨单点,B - 一轨长条中间,1185297,30 - 0.5
O,7,"偶像万万岁","TimeZ",非押爆,极限,451,73,24,B - 四轨单点,B - 四轨单点,1185126,29 + 0.4
O,7,"偶像万万岁","TimeZ",非押爆,极限,452,73,28,B - 一轨单点,B - 二轨单点,1185126,29 + 0.4
O,7,"偶像万万岁","TimeZ",非押爆,极限,455,74,20,B - 一轨单点、四轨单点,B - 一轨长条结尾、四轨长条开始,1185123,29 + 0.4
O,7,"偶像万万岁","TimeZ",非押爆,极限,458,75,6,B - 三轨单点,B - 二轨长条中间,1185120,29 + 0.4
O,7,"偶像万万岁","TimeZ",押爆,极限,66,16,16,A - 四轨单点,A - 二轨单点、三轨单点,1188274,32 + 0.1
O,7,"偶像万万岁","TimeZ",押爆,极限,455,74,24,B - 一轨单点、四轨单点,B - 四轨长条中间,1187199,31 - 0.4
O,7,"偶像万万岁","TimeZ",押爆,极限,451,73,24,B - 四轨单点,B - 二轨单点,1186857,30 + 0.4
O,7,"偶像万万岁","TimeZ",押爆,极限,454,74,16,B - 二轨单点,B - 一轨长条结尾、四轨长条开始,1186854,30 + 0.4
O,7,"偶像万万岁","TimeZ",押爆,极限,455,74,22,B - 一轨单点、四轨单点,B - 四轨长条中间,1186680,30 + 0.3
O,7,"偶像万万岁","TimeZ",押爆,极限,458,75,8,B - 三轨单点,B - 二轨长条中间,1186677,30 + 0.3
O,7,"偶像万万岁","TimeZ",押爆,极限,67,16,17,A - 二轨长条开始,A - 二轨单点、三轨单点,1186615,31 + 0.1
O,7,"偶像万万岁","TimeZ",押爆,极限,87,18,16,A - 一轨单点、四轨单点,A - 二轨长条结尾、四轨单点,1186515,31 - 0.3
O,7,"偶像万万岁","TimeZ",押爆,极限,65,16,8,A - 一轨单点,A - 一轨单点、三轨单点,1186471,31 + 0.1
O,7,"偶像万万岁","TimeZ",押爆,极限,457,75,0,B - 一轨单点,B - 二轨长条开始、四轨长条结尾,1186332,30 + 0.1
O,7,"偶像万万岁","TimeZ",超极限,极限,66,16,15,A - 四轨单点,A - 二轨单点、三轨单点,1188274,32 + 0.1
O,7,"偶像万万岁","TimeZ",超极限,极限,455,74,23,B - 一轨单点、四轨单点,B - 四轨长条中间,1187199,31 - 0.4
O,7,"偶像万万岁","TimeZ",超极限,极限,451,73,23,B - 四轨单点,B - 二轨单点,1186857,30 + 0.4
O,7,"偶像万万岁","TimeZ",超极限,极限,454,74,15,B - 二轨单点,B - 一轨长条结尾、四轨长条开始,1186854,30 + 0.4
O,7,"偶像万万岁","TimeZ",超极限,极限,455,74,21,B - 一轨单点、四轨单点,B - 四轨长条中间,1186680,30 + 0.3
O,7,"偶像万万岁","TimeZ",超极限,极限,458,75,7,B - 三轨单点,B - 二轨长条中间,1186677,30 + 0.3
O,7,"偶像万万岁","TimeZ",超极限,极限,67,16,17,A - 二轨长条开始,A - 二轨单点、三轨单点,1186615,31 + 0.1
O,7,"偶像万万岁","TimeZ",超极限,极限,87,18,15,A - 一轨单点、四轨单点,A - 二轨长条结尾、四轨单点,1186515,31 - 0.3
O,7,"偶像万万岁","TimeZ",超极限,极限,65,16,7,A - 一轨单点,A - 一轨单点、三轨单点,1186471,31 + 0.1
O,7,"偶像万万岁","TimeZ",超极限,极限,71,16,31,A - 二轨长条中间,A - 四轨单点,1186358,31 - 0.1
,,"爱的就是你","刘佳",非押爆,爆气,183,44,8,B - 四轨单点,B - 三轨长条开始,912982,29 + 0.3
,,"爱的就是你","刘佳",非押爆,爆气,174,42,8,B - 四轨单点,B - 四轨单点,911391,29 + 0.0
,,"爱的就是你","刘佳",非押爆,爆气,175,42,12,B - 三轨单点,B - 一轨单点,911391,29 + 0.0
,,"爱的就是你","刘佳",非押爆,爆气,177,42,24,B - 二轨单点,B - 三轨单点,911391,29 + 0.0
,,"爱的就是你","刘佳",非押爆,爆气,178,42,28,B - 一轨单点,B - 二轨单点,911391,29 + 0.0
,,"爱的就是你","刘佳",非押爆,爆气,179,43,4,B - 三轨单点,B - 四轨单点,911391,29 + 0.0
,,"爱的就是你","刘佳",非押爆,爆气,180,43,12,B - 一轨单点,B - 三轨单点,911391,29 + 0.0
,,"爱的就是你","刘佳",非押爆,爆气,181,43,20,B - 三轨单点,B - 二轨单点,911391,29 + 0.0
,,"爱的就是你","刘佳",非押爆,爆气,182,43,28,B - 二轨单点,B - 一轨单点,911391,29 + 0.0
,,"爱的就是你","刘佳",非押爆,爆气,183,44,4,B - 四轨单点,B - 四轨单点,911391,29 + 0.0
,,"爱的就是你","刘佳",押爆,爆气,174,42,8,B - 四轨单点,B - 一轨单点,916695,30 + 0.0
,,"爱的就是你","刘佳",押爆,爆气,177,42,24,B - 二轨单点,B - 二轨单点,916695,30 + 0.0
,,"爱的就是你","刘佳",押爆,爆气,178,43,0,B - 一轨单点,B - 四轨单点,916695,30 + 0.0
,,"爱的就是你","刘佳",押爆,爆气,179,43,8,B - 三轨单点,B - 三轨单点,916695,30 + 0.0
,,"爱的就是你","刘佳",押爆,爆气,180,43,16,B - 一轨单点,B - 二轨单点,916695,30 + 0.0
,,"爱的就是你","刘佳",押爆,爆气,181,43,24,B - 三轨单点,B - 一轨单点,916695,30 + 0.0
,,"爱的就是你","刘佳",押爆,爆气,182,44,0,B - 二轨单点,B - 四轨单点,916695,30 + 0.0
,,"爱的就是你","刘佳",押爆,爆气,183,44,8,B - 四轨单点,B - 三轨长条中间,916164,30 - 0.1
,,"爱的就是你","刘佳",押爆,爆气,183,44,6,B - 四轨单点,B - 三轨长条中间,914573,30 - 0.4
,,"爱的就是你","刘佳",押爆,爆气,184,44,12,B - 三轨单点,B - 三轨长条结尾,914042,30 - 0.5
,,"爱的就是你","刘佳",超极限,爆气,174,42,7,B - 四轨单点,B - 一轨单点,916695,30 + 0.0
,,"爱的就是你","刘佳",超极限,爆气,177,42,23,B - 二轨单点,B - 二轨单点,916695,30 + 0.0
,,"爱的就是你","刘佳",超极限,爆气,178,42,31,B - 一轨单点,B - 四轨单点,916695,30 + 0.0
,,"爱的就是你","刘佳",超极限,爆气,179,43,7,B - 三轨单点,B - 三轨单点,916695,30 + 0.0
,,"爱的就是你","刘佳",超极限,爆气,180,43,15,B - 一轨单点,B - 二轨单点,916695,30 + 0.0
,,"爱的就是你","刘佳",超极限,爆气,181,43,23,B - 三轨单点,B - 一轨单点,916695,30 + 0.0
,,"爱的就是你","刘佳",超极限,爆气,182,43,31,B - 二轨单点,B - 四轨单点,916695,30 + 0.0
,,"爱的就是你","刘佳",超极限,爆气,183,44,7,B - 四轨单点,B - 三轨长条中间,916164,30 - 0.1
,,"爱的就是你","刘佳",超极限,爆气,183,44,5,B - 四轨单点,B - 三轨长条中间,914573,30 - 0.4
,,"爱的就是你","刘佳",超极限,爆气,184,44,11,B - 四轨单点（cool）、三轨单点,B - 三轨长条结尾、一轨单点（cool）,914282,32 - 0.5
L,6,"Landing","温岚",非押爆,爆气,319,56,16,B - 四轨长条开始,B - 三轨单点,989360,28 - 0.5
L,6,"Landing","温岚",非押爆,爆气,320,56,17,B - 四轨长条中间,B - 三轨单点,987769,27 + 0.2
L,6,"Landing","温岚",非押爆,爆气,315,56,4,B - 一轨长条中间,B - 二一轨滑键,987238,27 + 0.1
L,6,"Landing","温岚",非押爆,爆气,313,55,28,B - 一轨长条开始,B - 一轨长条右滑,986707,27 + 0.0
L,6,"Landing","温岚",非押爆,爆气,320,56,18,B - 四轨长条中间,B - 三轨单点,986178,27 - 0.1
L,6,"Landing","温岚",非押爆,爆气,323,56,23,B - 四轨长条左滑,B - 二轨长条中间,986178,27 - 0.1
L,6,"Landing","温岚",非押爆,爆气,316,56,6,B - 一轨长条中间,B - 二一轨滑键,985647,27 - 0.2
L,6,"Landing","温岚",非押爆,爆气,317,56,7,B - 一轨长条右滑,B - 二一轨滑键,985647,27 - 0.2
L,6,"Landing","温岚",非押爆,爆气,314,56,1,B - 一轨长条中间,B - 一轨长条右滑,985116,27 - 0.3
L,6,"Landing","温岚",押爆,爆气,312,55,24,B - 四轨单点,B - 一轨长条右滑,992011,28 + 0.0
L,6,"Landing","温岚",押爆,爆气,313,56,0,B - 一轨长条开始,B - 二一轨滑键,992011,28 + 0.0
L,6,"Landing","温岚",押爆,爆气,319,56,16,B - 四轨长条开始,B - 二轨长条开始,990951,28 - 0.2
L,6,"Landing","温岚",押爆,爆气,314,56,1,B - 一轨长条中间,B - 二一轨滑键,990420,28 - 0.3
L,6,"Landing","温岚",押爆,爆气,310,55,8,B - 一轨单点,B - 四轨长条左滑,989360,28 - 0.5
L,6,"Landing","温岚",押爆,爆气,317,56,8,B - 一轨长条右滑,B - 四轨单点,989360,28 - 0.5
L,6,"Landing","温岚",押爆,爆气,319,56,12,B - 四轨长条开始,B - 三轨单点,989360,28 - 0.5
L,6,"Landing","温岚",押爆,爆气,320,56,17,B - 四轨长条中间,B - 二轨长条开始,989360,28 - 0.5
L,6,"Landing","温岚",押爆,爆气,323,56,23,B - 四轨长条左滑,B - 二轨长条中间,989360,28 - 0.5
L,6,"Landing","温岚",押爆,爆气,325,57,0,B - 四轨单点,B - 三四轨滑键,989360,28 - 0.5
L,6,"Landing","温岚",超极限,爆气,312,55,23,B - 四轨单点,B - 一轨长条右滑,992011,28 + 0.0
L,6,"Landing","温岚",超极限,爆气,313,55,31,B - 一轨长条开始,B - 二一轨滑键,992011,28 + 0.0
L,6,"Landing","温岚",超极限,爆气,317,56,7,B - 一轨长条右滑,B - 四轨单点、三轨单点（cool）,991071,29 - 0.2
L,6,"Landing","温岚",超极限,爆气,319,56,15,B - 四轨长条开始,B - 二轨长条开始,990951,28 - 0.2
L,6,"Landing","温岚",超极限,爆气,320,56,17,B - 四轨长条中间,B - 二轨长条中间,990951,28 - 0.2
L,6,"Landing","温岚",超极限,爆气,323,56,23,B - 四轨长条左滑,B - 二轨长条结尾,990951,28 - 0.2
L,6,"Landing","温岚",超极限,爆气,314,56,1,B - 一轨长条中间,B - 二一轨滑键,990420,28 - 0.3
L,6,"Landing","温岚",超极限,爆气,319,56,11,B - 四轨长条开始,B - 三轨单点,989480,29 - 0.5
L,6,"Landing","温岚",超极限,爆气,310,55,7,B - 一轨单点,B - 四轨长条左滑,989360,28 - 0.5
L,6,"Landing","温岚",超极限,爆气,319,56,13,B - 四轨长条开始,B - 三轨单点,989360,28 - 0.5
,,"不醉不会","田馥甄",非押爆,爆气,178,27,28,A - 二轨单点,A - 一轨单点,1560392,46 - 0.5
,,"不醉不会","田馥甄",非押爆,爆气,177,27,24,A - 二轨单点,A - 四轨长条中间,1557210,45 - 0.1
,,"不醉不会","田馥甄",非押爆,爆气,179,28,4,A - 三轨单点,A - 一轨长条开始,1556679,45 - 0.2
,,"不醉不会","田馥甄",非押爆,爆气,176,27,16,A - 三轨单点,A - 三轨长条右滑,1556150,45 - 0.3
,,"不醉不会","田馥甄",非押爆,爆气,177,27,22,A - 二轨单点,A - 四轨长条中间,1555619,45 - 0.4
,,"不醉不会","田馥甄",非押爆,爆气,706,80,0,B - 四轨长条左滑,B - 二轨单点、四轨长条中间,1555615,45 - 0.4
,,"不醉不会","田馥甄",非押爆,爆气,709,80,4,B - 三轨长条中间,B - 二一轨滑键,1555615,45 - 0.4
,,"不醉不会","田馥甄",押爆,爆气,177,27,24,A - 二轨单点,A - 一轨单点,1565696,47 - 0.5
,,"不醉不会","田馥甄",押爆,爆气,706,80,0,B - 四轨长条左滑,B - 二一轨滑键,1564101,46 + 0.2
,,"不醉不会","田馥甄",押爆,爆气,175,27,12,A - 二轨单点,A - 三轨长条右滑,1561454,46 - 0.3
,,"不醉不会","田馥甄",超极限,爆气,177,27,23,A - 二轨单点,A - 一轨单点,1565696,47 - 0.5
,,"不醉不会","田馥甄",超极限,爆气,706,79,31,B - 四轨长条左滑,B - 二一轨滑键,1565692,47 - 0.5
,,"不醉不会","田馥甄",超极限,爆气,705,79,30,B - 四轨长条中间,B - 四轨长条结尾,1562099,47 - 0.2
,,"不醉不会","田馥甄",超极限,爆气,175,27,11,A - 三轨单点（cool）、二轨单点,A - 三轨长条右滑,1561574,47 - 0.3
,,"不醉不会","田馥甄",超极限,爆气,175,27,12,A - 三轨单点（cool）、二轨单点,A - 三轨长条右滑,1561574,47 - 0.3
K,10,"空想神话","妖精帝国",非押爆,极限,1516,105,8,B - 一轨长条中间、三轨单点,B - 一轨长条中间、三轨单点,3111734,68 - 0.1
K,10,"空想神话","妖精帝国",非押爆,极限,1512,105,0,B - 二一轨滑条,B - 一轨单点、四轨长条左滑,3110522,67 + 0.2
K,10,"空想神话","妖精帝国",非押爆,极限,1522,105,16,B - 一轨长条中间、四轨单点,B - 一轨长条右滑、三轨长条开始,3110522,67 + 0.2
K,10,"空想神话","妖精帝国",非押爆,极限,1514,105,4,B - 一轨长条中间,B - 一轨长条开始、四轨单点,3110003,67 - 0.1
K,10,"空想神话","妖精帝国",非押爆,极限,1516,105,7,B - 一轨长条中间、三轨单点,B - 一轨长条中间,3110003,67 - 0.1
K,10,"空想神话","妖精帝国",非押爆,极限,1518,105,9,B - 一轨长条中间,B - 一轨长条中间、三轨单点,3110003,67 - 0.1
K,10,"空想神话","妖精帝国",非押爆,极限,1519,105,11,B - 一轨长条中间、三轨单点,B - 一轨长条中间,3110003,67 - 0.1
K,10,"空想神话","妖精帝国",非押爆,极限,1525,105,20,B - 一轨长条中间、四轨单点,B - 二轨长条中间、三轨长条中间,3109829,67 - 0.2
K,10,"空想神话","妖精帝国",非押爆,极限,1524,105,18,B - 一轨长条中间,B - 二轨长条中间、三轨长条中间,3109310,67 - 0.5
K,10,"空想神话","妖精帝国",非押爆,极限,1525,105,19,B - 一轨长条中间、四轨单点,B - 二轨长条中间、三轨长条中间,3109310,67 - 0.5
K,10,"空想神话","妖精帝国",押爆,极限,1519,105,12,B - 一轨长条中间、三轨单点,B - 一轨长条右滑、三轨长条开始,3113291,69 - 0.2
K,10,"空想神话","妖精帝国",押爆,极限,1512,105,0,B - 二一轨滑条,B - 一轨长条开始、四轨单点,3112772,69 - 0.5
K,10,"空想神话","妖精帝国",押爆,极限,1514,105,4,B - 一轨长条中间,B - 一轨长条中间、三轨单点,3112772,69 - 0.5
K,10,"空想神话","妖精帝国",押爆,极限,1516,105,7,B - 一轨长条中间、三轨单点,B - 一轨长条中间,3112772,69 - 0.5
K,10,"空想神话","妖精帝国",押爆,极限,1522,105,16,B - 一轨长条中间、四轨单点,B - 二轨长条中间、三轨长条中间,3112598,68 + 0.4
K,10,"空想神话","妖精帝国",押爆,极限,1521,105,14,B - 一轨长条中间,B - 二轨长条中间、三轨长条中间,3112079,68 + 0.1
K,10,"空想神话","妖精帝国",押爆,极限,1522,105,15,B - 一轨长条中间、四轨单点,B - 二轨长条中间、三轨长条中间,3112079,68 + 0.1
K,10,"空想神话","妖精帝国",押爆,极限,1521,105,13,B - 一轨长条中间,B - 一轨长条右滑、三轨长条开始,3111560,68 - 0.2
K,10,"空想神话","妖精帝国",押爆,极限,1525,105,19,B - 一轨长条中间、四轨单点,B - 二轨长条中间、三轨长条中间,3111386,68 - 0.3
K,10,"空想神话","妖精帝国",押爆,极限,1528,105,24,B - 一轨长条中间、三轨单点,B - 二轨长条结尾、三轨长条结尾,3111212,68 - 0.4
K,10,"空想神话","妖精帝国",超极限,极限,1519,105,11,B - 一轨长条中间、三轨单点,B - 一轨长条右滑、三轨长条开始,3113810,69 + 0.1
K,10,"空想神话","妖精帝国",超极限,极限,1514,105,3,B - 一轨长条中间,B - 一轨长条中间、三轨单点,3113291,69 - 0.2
K,10,"空想神话","妖精帝国",超极限,极限,1516,105,7,B - 一轨长条中间、三轨单点,B - 一轨长条中间,3113291,69 - 0.2
K,10,"空想神话","妖精帝国",超极限,极限,1522,105,15,B - 一轨长条中间、四轨单点,B - 二轨长条中间、三轨长条中间,3113117,69 - 0.3
K,10,"空想神话","妖精帝国",超极限,极限,1512,104,31,B - 二一轨滑条,B - 一轨长条开始、四轨单点,3112772,69 - 0.5
K,10,"空想神话","妖精帝国",超极限,极限,1521,105,13,B - 一轨长条中间,B - 二轨长条中间、三轨长条中间,3112598,68 + 0.4
K,10,"空想神话","妖精帝国",超极限,极限,1525,105,19,B - 一轨长条中间、四轨单点,B - 二轨长条中间、三轨长条中间,3112424,68 + 0.3
